year,h,h_c
2021,Gymnema sylvestre,1
2021,Renin Inhibitors,1
2021,Bifidobacterium longum,1
2021,Acenaphthenes,1
2021,Receptor Aggregation,1
2021,1-Propanol,1
2021,Cystic Duct,1
2021,"Carcinoma, Verrucous",1
2021,Pupil Disorders,1
2021,United States Office of Research Integrity,1
2021,Anticodon,1
2021,Fixatives,1
2021,Infanticide,1
2021,Ascorbate Peroxidases,1
2021,Antiplatyhelmintic Agents,1
2021,Cedrus,1
2021,Caryophyllaceae,1
2021,"Brain Diseases, Metabolic, Inborn",1
2021,Bisacodyl,1
2021,"Encephalitis Virus, St. Louis",1
2021,Pichinde virus,1
2021,Neurotic Disorders,1
2021,Carcinoid Heart Disease,1
2021,Rubulavirus Infections,1
2021,Acid Ceramidase,1
2021,"Spectrometry, Gamma",1
2021,Rho(D) Immune Globulin,1
2021,Employee Discipline,1
2021,Cantharidin,1
2021,Gatifloxacin,1
2021,Chlorates,1
2021,Photosynthetic Reaction Center Complex Proteins,1
2021,Methylazoxymethanol Acetate,1
2021,Thoracic Nerves,1
2021,"Evolution, Chemical",1
2021,"Sarcoma, Clear Cell",1
2021,Malonyl Coenzyme A,1
2021,Evidence Gaps,1
2021,Funeral Homes,1
2021,"Neisseria meningitidis, Serogroup W-135",1
2021,Ion Exchange,1
2021,Diatrizoate,1
2021,"DNA, Kinetoplast",1
2021,Neurokinin B,1
2021,"Ethics, Business",1
2021,G(M3) Ganglioside,1
2021,"Retroviridae Proteins, Oncogenic",1
2021,Tooth Wear,1
2021,Nogo Receptor 1,1
2021,Lemuridae,1
2021,Proctitis,1
2021,Cucumovirus,1
2021,Spiperone,1
2021,"Hematoma, Epidural, Cranial",1
2021,Diagnostic Equipment,1
2021,Podophyllum,1
2021,Torsion Abnormality,1
2021,"Diverticulosis, Colonic",1
2021,Chemical Engineering,1
2021,Peace Corps,1
2021,Glutathione Disulfide,1
2021,"Myopathies, Structural, Congenital",1
2021,Rhamnus,1
2021,Dracunculoidea,1
2021,Denture Cleansers,1
2021,Mitochondrial Myopathies,1
2021,"Genes, gag",1
2021,Caspase 6,1
2021,CD83 Antigen,1
2021,Norleucine,1
2021,"Hair Cells, Auditory",1
2021,Activating Transcription Factors,1
2021,Genomic Imprinting,1
2021,Cyclic AMP-Dependent Protein Kinase Catalytic Subunits,1
2021,"Licensure, Dental",1
2021,Von Hippel-Lindau Tumor Suppressor Protein,1
2021,"Hydatidiform Mole, Invasive",1
2021,Adaptor Protein Complex 2,1
2021,Technetium Tc 99m Medronate,1
2021,Multiomics,1
2021,Norwood Procedures,1
2021,Emperipolesis,1
2021,Semicarbazones,1
2021,Supraoptic Nucleus,1
2021,Amino Acid Transport System A,1
2021,"Receptors, Interleukin-4",1
2021,Myelin Proteins,1
2021,"Genetics, Behavioral",1
2021,Health Smart Cards,1
2021,Hirudo medicinalis,1
2021,Integrin alpha6,1
2021,Homovanillic Acid,1
2021,Parapsoriasis,1
2021,NADH Dehydrogenase,1
2021,Tephritidae,1
2021,Molecular Probe Techniques,1
2021,TATA-Binding Protein Associated Factors,1
2021,Orbital Neoplasms,1
2021,Bromobenzenes,1
2021,Lactobacillus crispatus,1
2021,Radiation Fibrosis Syndrome,1
2021,"Leukemia, Myelomonocytic, Juvenile",1
2021,Lithospermum,1
2021,Calcium Oxalate,1
2021,Dental Sac,1
2021,"Antigens, Heterophile",1
2021,Genioplasty,1
2021,Pasteurella Infections,1
2021,Calcium Gluconate,1
2021,Momordica,1
2021,Hygromycin B,1
2021,CDX2 Transcription Factor,1
2021,Kynurenine 3-Monooxygenase,1
2021,Topotecan,1
2021,"Medicine, Arabic",1
2021,Refusal to Participate,1
2021,Dequalinium,1
2021,Animal Fins,1
2021,Triazenes,1
2021,Prunus persica,1
2021,Phycoerythrin,1
2021,Xenopus Proteins,1
2021,Adnexa Uteri,1
2021,Soybean Oil,1
2021,Fusobacterium necrophorum,1
2021,Aminoisobutyric Acids,1
2021,Laboratory Infection,1
2021,"Receptors, Nerve Growth Factor",1
2021,Angiotensin Amide,1
2021,Core Binding Factor alpha Subunits,1
2021,Hemochromatosis Protein,1
2021,Tooth Crown,1
2021,Auditory Perceptual Disorders,1
2021,Toll-Like Receptor 6,1
2021,Calmodulin,1
2021,Gene Conversion,1
2021,Cissus,1
2021,Anseriformes,1
2021,Clodronic Acid,1
2021,Pyruvate Dehydrogenase Acetyl-Transferring Kinase,1
2021,Actinomycetales Infections,1
2021,"Colon, Transverse",1
2021,RxNorm,1
2021,Reticulin,1
2021,"Endocarditis, Non-Infective",1
2021,Activating Transcription Factor 2,1
2021,Food Coloring Agents,1
2021,"Hospital Bed Capacity, under 100",1
2021,Gamma Rhythm,1
2021,Paired Box Transcription Factors,1
2021,Norethindrone,1
2021,Sex Counseling,1
2021,Nosema,1
2021,Corchorus,1
2021,"Acyl-CoA Dehydrogenase, Long-Chain",1
2021,Pseudoephedrine,1
2021,Pseudomyxoma Peritonei,1
2021,Tribulus,1
2021,Hypoalphalipoproteinemias,1
2021,Blood Flow Restriction Therapy,1
2021,Dopamine Uptake Inhibitors,1
2021,Eptifibatide,1
2021,Gliclazide,1
2021,"Amino Acids, Basic",1
2021,Adaptor Protein Complex alpha Subunits,1
2021,"Pregnancy Complications, Neoplastic",1
2021,Ribulosephosphates,1
2021,Cefoxitin,1
2021,Cathepsin G,1
2021,Oligodendrocyte-Myelin Glycoprotein,1
2021,Capillary Action,1
2021,Myxedema,1
2021,"Receptors, Epoprostenol",1
2021,Hydroxyethylrutoside,1
2021,Ossicular Prosthesis,1
2021,Waist-Height Ratio,1
2021,Corydalis,1
2021,Niobium,1
2021,Phycobilins,1
2021,Pulpectomy,1
2021,Balanitis,1
2021,Alfalfa mosaic virus,1
2021,Maackia,1
2021,Karnofsky Performance Status,1
2021,Nucleus Pulposus,1
2021,Nephrotomy,1
2021,Cytomegalovirus Retinitis,1
2021,"beta-Carotene 15,15'-Monooxygenase",1
2021,Lurasidone Hydrochloride,1
2021,"Rats, Inbred WF",1
2021,Proton-Coupled Folate Transporter,1
2021,Psychotria,1
2021,Parathyroid Hormone-Related Protein,1
2021,"Ribosome Subunits, Small",1
2021,Giant Cell Tumor of Bone,1
2021,Integration Host Factors,1
2021,"Hemorrhagic Syndrome, Bovine",1
2021,Integrases,1
2021,Agaricus,1
2021,Fibric Acids,1
2021,Respiratory Aspiration,1
2021,Cytochrome P-450 CYP2C9,1
2021,"Linoleic Acids, Conjugated",1
2021,Lujo virus,1
2021,Mannosephosphates,1
2021,Mannosidases,1
2021,"Germ Cells, Plant",1
2021,Transcellular Cell Migration,1
2021,"Venereal Tumors, Veterinary",1
2021,Colpotomy,1
2021,NAV1.1 Voltage-Gated Sodium Channel,1
2021,Phosphofructokinase-2,1
2021,Thionucleotides,1
2021,"Fusion Proteins, gag-pol",1
2021,Sennosides,1
2021,"Genes, Lethal",1
2021,Heparin Cofactor II,1
2021,Mucin-2,1
2021,Nitrosation,1
2021,Shellfish Poisoning,1
2021,TRPC6 Cation Channel,1
2021,"Receptors, Vasoactive Intestinal Polypeptide, Type I",1
2021,Congo Red,1
2021,Proto-Oncogene Proteins c-maf,1
2021,Maxillary Fractures,1
2021,"Estrogens, Non-Steroidal",1
2021,Astemizole,1
2021,"Candidiasis, Cutaneous",1
2021,Magnesium Silicates,1
2021,Rectal Prolapse,1
2021,Thymolphthalein,1
2021,"Cilastatin, Imipenem Drug Combination",1
2021,Ascariasis,1
2021,Ophthalmic Artery,1
2021,Cranial Irradiation,1
2021,Tetracycline Resistance,1
2021,Methanomicrobiaceae,1
2021,"Typhus, Epidemic Louse-Borne",1
2021,Decorin,1
2021,Trachelectomy,1
2021,Parakeratosis,1
2021,Tobacco mosaic satellite virus,1
2021,Insulin Antibodies,1
2021,Malonates,1
2021,Manual Communication,1
2021,Radioimmunodetection,1
2021,Plant Epidermis,1
2021,Pneumoconiosis,1
2021,Transforming Growth Factor beta2,1
2021,Echo-Planar Imaging,1
2021,Burkholderia mallei,1
2021,Nociceptive Pain,1
2021,Genital Diseases,1
2021,8-Hydroxy-2'-Deoxyguanosine,1
2021,Kainic Acid,1
2021,Walkers,1
2021,Coix,1
2021,Complement Activating Enzymes,1
2021,Naegleria fowleri,1
2021,Pesticide Synergists,1
2021,"Kidney Tubules, Collecting",1
2021,Trogocytosis,1
2021,Relative Biological Effectiveness,1
2021,Natural Springs,1
2021,Pancreatic Polypeptide,1
2021,Interferon-Stimulated Gene Factor 3,1
2021,"Germany, East",1
2021,Y Chromosome,1
2021,Hemospermia,1
2021,HLA-DR4 Antigen,1
2021,Trochlear Nerve Diseases,1
2021,Multi-Institutional Systems,1
2021,"Carcinoma, Lobular",1
2021,"GTP-Binding Protein alpha Subunits, Gi-Go",1
2021,Trabectedin,1
2021,Aortography,1
2021,Multicystic Dysplastic Kidney,1
2021,Cyclin-Dependent Kinase Inhibitor Proteins,1
2021,Giardia lamblia,1
2021,Trichechus manatus,1
2021,Autonomic Pathways,1
2021,Hydropneumothorax,1
2021,Quassins,1
2021,Alloxan,1
2021,Nut Proteins,1
2021,Porphyromonas,1
2021,"GTP-Binding Protein alpha Subunits, G12-G13",1
2021,Tetratricopeptide Repeat,1
2021,Gingival Hyperplasia,1
2021,Salt-Tolerant Plants,1
2021,Psychiatric Aides,1
2021,Pharyngectomy,1
2021,Abdominal Wound Closure Techniques,1
2021,Hydroxyprostaglandin Dehydrogenases,1
2021,"Rhinitis, Allergic, Perennial",1
2021,Agkistrodon,1
2021,Uracil-DNA Glycosidase,1
2021,Thymus Hormones,1
2021,"Receptors, HIV",1
2021,Diazinon,1
2021,Malathion,1
2021,Cervical Plexus Block,1
2021,"Alexia, Pure",1
2021,Poaceae,1
2021,Cassia,1
2021,Neurochemistry,1
2021,Tetrahymena pyriformis,1
2021,Blastomycosis,1
2021,"Audiometry, Evoked Response",1
2021,Fracture Dislocation,1
2021,Mammalian orthoreovirus 3,1
2021,Trifolium,1
2021,Penicillium chrysogenum,1
2021,Processing Speed,1
2021,"Carcinoma, Ductal",1
2021,Trinitrobenzenesulfonic Acid,1
2021,Parasympathetic Nervous System,1
2021,Data Aggregation,1
2021,Copper Radioisotopes,1
2021,Formates,1
2021,"Manipulation, Orthopedic",1
2021,Bleaching Agents,1
2021,Thyroglossal Cyst,1
2021,Vaginismus,1
2021,Sulfolobus,1
2021,Homozygous Familial Hypercholesterolemia,1
2021,Butylene Glycols,1
2021,"Pathology, Oral",1
2021,Pectinidae,1
2021,Patient Credit and Collection,1
2021,Cerebrospinal Fluid Otorrhea,1
2021,Neural Cell Adhesion Molecule L1,1
2021,Vitreous Detachment,1
2021,Laminaria,1
2021,Endoleak,1
2021,Plant Dormancy,1
2021,Opsonization,1
2021,"Pneumothorax, Artificial",1
2021,Raptors,1
2021,Serving Size,1
2021,Vulvitis,1
2021,"ATP Binding Cassette Transporter, Subfamily D, Member 1",1
2021,Chymopapain,1
2021,"Nurseries, Infant",1
2021,Facial Asymmetry,1
2021,Proto-Oncogene Proteins c-hck,1
2021,Metaphysics,1
2021,Telomeric Repeat Binding Protein 2,1
2021,Glycine N-Methyltransferase,1
2021,"Phosphofructokinase-1, Liver Type",1
2021,Mulibrey Nanism,1
2021,Eye Color,1
2021,Borna Disease,1
2021,Maytansine,1
2021,Sensory Gating,1
2021,Cholic Acid,1
2021,Methylthioinosine,1
2021,Ocimum,1
2021,Ranunculus,1
2021,Indinavir,1
2021,"Trypsin Inhibitor, Bowman-Birk Soybean",1
2021,Bone Morphogenetic Protein 7,1
2021,Lipoprotein Lipase,1
2021,"Hemorrhagic Fever, American",1
2021,Hepatocyte Nuclear Factor 1-alpha,1
2021,Iron-Dextran Complex,1
2021,Cevanes,1
2021,"Encephalitis Viruses, Japanese",1
2021,Adenosylhomocysteinase,1
2021,Kv1.1 Potassium Channel,1
2021,Guanosine Diphosphate Mannose,1
2021,"Diverticulum, Colon",1
2021,Nitrobenzenes,1
2021,Medulla Oblongata,1
2021,Teschovirus,1
2021,Nocodazole,1
2021,Antidiuretic Agents,1
2021,"Housekeeping, Hospital",1
2021,Optic Nerve Neoplasms,1
2021,Monobactams,1
2021,Health Facility Size,1
2021,Gastric Artery,1
2021,Phencyclidine,1
2021,Transcription Factor TFIIB,1
2021,Copulation,1
2021,Lod Score,1
2021,Glycogenolysis,1
2021,Distillation,1
2021,Meloxicam,1
2021,Chaperonin Containing TCP-1,1
2021,Direct Service Costs,1
2021,"Genes, Helminth",1
2021,Eye Foreign Bodies,1
2021,"Receptors, FSH",1
2021,Neonatal Brachial Plexus Palsy,1
2021,Opossums,1
2021,gamma Catenin,1
2021,Cronobacter sakazakii,1
2021,Chemokine CCL19,1
2021,Dibenzazepines,1
2021,Riluzole,1
2021,Acitretin,1
2021,Antiglaucoma Agents,1
2021,Plant Defense Against Herbivory,1
2021,Siderosis,1
2021,Vestibular Function Tests,1
2021,Inhibitor of Apoptosis Proteins,1
2021,"Receptors, Corticotropin-Releasing Hormone",1
2021,"Phospholipases A2, Cytosolic",1
2021,Nicardipine,1
2021,Integrin alpha4,1
2021,Calcium-Calmodulin-Dependent Protein Kinases,1
2021,Bleeding Time,1
2021,Maxillary Neoplasms,1
2021,HMGN Proteins,1
2021,Pityriasis,1
2021,GTP-Binding Protein alpha Subunits,1
2021,Takifugu,1
2021,Piperacillin,1
2021,Russell's Viper,1
2021,North Sea,1
2021,Orphanages,1
2021,"Receptors, CCR10",1
2021,Lipoma,1
2021,Interleukin-2 Receptor beta Subunit,1
2021,Phenylalanine Ammonia-Lyase,1
2021,"Xanthogranuloma, Juvenile",1
2021,Lethargy,1
2021,Triamterene,1
2021,Debaryomyces,1
2021,Isoptera,1
2021,School Dentistry,1
2021,Alangiaceae,1
2021,Sermorelin,1
2021,Ytterbium,1
2021,Cartilage Oligomeric Matrix Protein,1
2021,Equipment and Supplies Utilization,1
2021,Dentist's Role,1
2021,Phthalimides,1
2021,Yolk Sac,1
2021,Nectins,1
2021,Lead Radioisotopes,1
2021,Succinate-Semialdehyde Dehydrogenase,1
2021,Accessory Atrioventricular Bundle,1
2021,Calcium Chelating Agents,1
2021,Edaravone,1
2021,rap1 GTP-Binding Proteins,1
2021,Calcium Channel Agonists,1
2021,"Nuclear Medicine Department, Hospital",1
2021,Aldehyde Oxidase,1
2021,Chimerism,1
2021,Exotropia,1
2021,Oral Hemorrhage,1
2021,MAP Kinase Kinase 7,1
2021,Laryngeal Edema,1
2021,Animal Culling,1
2021,Thuja,1
2021,Dentifrices,1
2021,Barringtonia,1
2021,Alcaligenes,1
2021,Myelodysplastic-Myeloproliferative Diseases,1
2021,Andorra,1
2021,Freedom of Religion,1
2021,Saxifragaceae,1
2021,Acanthamoeba Keratitis,1
2021,Cyperus,1
2021,"Genes, Immunoglobulin Light Chain",1
2021,"Gene Expression Regulation, Archaeal",1
2021,Zonula Occludens-2 Protein,1
2021,Longitudinal Ligaments,1
2021,Nasolabial Fold,1
2021,Wrestling,1
2021,Piper,1
2021,MafB Transcription Factor,1
2021,Catfishes,1
2021,Glomerular Mesangium,1
2021,Channelrhodopsins,1
2021,Tristetraprolin,1
2021,Desulfovibrionaceae Infections,1
2021,"Genes, T-Cell Receptor gamma",1
2021,Parrots,1
2021,Huntingtin Protein,1
2021,Pulmonary Surfactant-Associated Protein C,1
2021,Hydroxyapatites,1
2021,Graft vs Host Reaction,1
2021,Host vs Graft Reaction,1
2021,Rotator Cuff Tear Arthropathy,1
2021,Halomonas,1
2021,Closing Volume,1
2021,Tuberculin,1
2021,Reye Syndrome,1
2021,Cellulite,1
2021,Muscarinic Agonists,1
2021,Chalcogens,1
2021,Aerosol Propellants,1
2021,Arabinonucleotides,1
2021,Prostaglandins F,1
2021,Commelinaceae,1
2021,Cholinesterase Reactivators,1
2021,Deubiquitinating Enzyme CYLD,1
2021,Dysgammaglobulinemia,1
2021,Parapoxvirus,1
2021,Lie Detection,1
2021,Literature,1
2021,Spermidine,1
2021,Hevea,1
2021,Tooth Demineralization,1
2021,Sweat Gland Diseases,1
2021,Apomixis,1
2021,Zosteraceae,1
2021,Schnitzler Syndrome,1
2021,Truncus Arteriosus,1
2021,Conscientious Refusal to Treat,1
2021,"Involuntary Treatment, Psychiatric",1
2021,Gastrodia,1
2021,"Receptors, Somatotropin",1
2021,Phytoalexins,1
2021,Cephalexin,1
2021,Back,1
2021,Vestibular Aqueduct,1
2021,Prochlorperazine,1
2021,Imino Sugars,1
2021,Acetone,1
2021,Adenosine Deaminase Inhibitors,1
2021,Arabinose,1
2021,RNA Ligase (ATP),1
2021,Lyases,1
2021,Reboxetine,1
2021,Systems Theory,1
2021,Vaginal Neoplasms,1
2021,Hedyotis,1
2021,Taxus,1
2021,Immersion Foot,1
2021,Pulmonary Surgical Procedures,1
2021,Thyroid Cartilage,1
2021,"RNA, Ribosomal, 5S",1
2021,Type A Personality,1
2021,Ligustrum,1
2021,Imidoesters,1
2021,Tabernaemontana,1
2021,Lubrication,1
2021,Mesomycetozoea,1
2021,Illegitimacy,1
2021,Mistletoe,1
2021,Growth,1
2021,"Genes, p16",1
2021,Somatosensory Disorders,1
2021,"Hepatitis D, Chronic",1
2021,Dentition,1
2021,Sperm Head,1
2021,Lymphocyte Antigen 96,1
2021,Glanders,1
2021,Aegle,1
2021,Infant Death,1
2021,DEET,1
2021,Syringomyelia,1
2021,Ex-Smokers,1
2021,Avidin,1
2021,Community Mental Health Centers,1
2021,"Rats, Inbred Dahl",1
2021,Carbon-Nitrogen Ligases,1
2021,Encephalitozoon,1
2021,Gracilis Muscle,1
2021,Biopterins,1
2021,Dydrogesterone,1
2021,Agonistic Behavior,1
2021,Iodothyronine Deiodinase Type II,1
2021,Physarum polycephalum,1
2021,Phentermine,1
2021,Anisomycin,1
2021,Personality Tests,1
2021,"Ribosome Subunits, Large, Bacterial",1
2021,Salt Tolerance,1
2021,Ammi,1
2021,Cytochalasins,1
2021,Brachypodium,1
2021,American Nurses' Association,1
2021,Tripterygium,1
2021,Nebivolol,1
2021,Cystine,1
2021,Xanthosoma,1
2021,Salicylamides,1
2021,Atrial Premature Complexes,1
2021,Flecainide,1
2021,"Receptors, Interleukin-15",1
2021,"Cerclage, Cervical",1
2021,Methenamine,1
2021,Disarticulation,1
2021,"Reflex, Acoustic",1
2021,Hot Melt Extrusion Technology,1
2021,"Aspirations, Psychological",1
2021,Hepadnaviridae,1
2021,Vecuronium Bromide,1
2021,State Health Plans,1
2021,"Cystadenocarcinoma, Mucinous",1
2021,Arthrobacter,1
2021,Arabinofuranosyluracil,1
2021,Rotaxanes,1
2021,Biosolids,1
2021,Gingivectomy,1
2021,Hyperlactatemia,1
2021,Roscovitine,1
2021,Guanfacine,1
2021,Phytochelatins,1
2021,Fructans,1
2021,Inferior Colliculi,1
2021,Thoracentesis,1
2021,Bromine Compounds,1
2021,RNA Cap-Binding Proteins,1
2021,Cell Competition,1
2021,Signaling Lymphocytic Activation Molecule Family Member 1,1
2021,Wnt-5a Protein,1
2021,Sphenoid Sinusitis,1
2021,Plasmablastic Lymphoma,1
2021,Apolipoproteins D,1
2021,Isavirus,1
2021,Hydrogenase,1
2021,Nyctaginaceae,1
2021,"Diabetes Insipidus, Neurogenic",1
2021,Kidney Pelvis,1
2021,Lissamine Green Dyes,1
2021,Cold Injury,1
2021,Isopoda,1
2021,"Leishmaniasis, Mucocutaneous",1
2021,Geotrichum,1
2021,Drug Incompatibility,1
2021,Thromboxanes,1
2021,Phenylephrine,1
2021,Staphylococcal Food Poisoning,1
2021,Vocational Guidance,1
2021,Plakins,1
2021,Amaranthus,1
2021,Quinidine,1
2021,Flatulence,1
2021,"Child, Gifted",1
2021,Absidia,1
2021,Benzophenoneidum,1
2021,Eyelashes,1
2021,"Sarcoma, Synovial",1
2021,Ascoviridae,1
2021,Typhaceae,1
2021,Epidermodysplasia Verruciformis,1
2021,Pregnancy-Associated alpha 2-Macroglobulins,1
2021,Butylamines,1
2021,"3,4-Dihydroxyphenylacetic Acid",1
2021,Potassium Citrate,1
2021,"Diastasis, Muscle",1
2021,"Efavirenz, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",1
2021,Neutron Capture Therapy,1
2021,Plant Viral Movement Proteins,1
2021,Quinestrol,1
2021,Vaginitis,1
2021,Melanthiaceae,1
2021,"ATP Binding Cassette Transporter, Subfamily G, Member 1",1
2021,Arsphenamine,1
2021,Electron Transport Chain Complex Proteins,1
2021,Neurites,1
2021,Salpingostomy,1
2021,"Mainstreaming, Education",1
2021,Poly U,1
2021,"Insulin, Isophane",1
2021,"Sleep, Slow-Wave",1
2021,"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",1
2021,Insulinoma,1
2021,"Neoplasms, Muscle Tissue",1
2021,Periplaneta,1
2021,Cyclohexanecarboxylic Acids,1
2021,Wakefulness-Promoting Agents,1
2021,"Osteotomy, Sagittal Split Ramus",1
2021,Lacquer,1
2021,Hyperpolarization-Activated Cyclic Nucleotide-Gated Channels,1
2021,Macrophage-1 Antigen,1
2021,SNARE Proteins,1
2021,Arylsulfonates,1
2021,"Ichthyosis, Lamellar",1
2021,Psacalium,1
2021,"Adenoviruses, Canine",1
2021,A Kinase Anchor Proteins,1
2021,Tandem Affinity Purification,1
2021,Branchioma,1
2021,Mesons,1
2021,Corylus,1
2021,Enterostomy,1
2021,Electron-Transferring Flavoproteins,1
2021,Sick Building Syndrome,1
2021,Vaccinium,1
2021,Foot Orthoses,1
2021,Avulavirus Infections,1
2021,"Cardiomyopathy, Restrictive",1
2021,Incubators,1
2021,Dioctyl Sulfosuccinic Acid,1
2021,"Reproduction, Asexual",1
2021,"Ethers, Cyclic",1
2021,Phlomis,1
2021,Hereditary Sensory and Motor Neuropathy,1
2021,Synaptic Potentials,1
2021,Salivary Gland Neoplasms,1
2021,"Receptors, TNF-Related Apoptosis-Inducing Ligand",1
2021,Nitrogen Cycle,1
2021,Paragonimiasis,1
2021,Gerstmann Syndrome,1
2021,American Public Health Association,1
2021,Cardiac Conduction System Disease,1
2021,Facial Nerve Diseases,1
2021,"Crosses, Genetic",1
2021,Sasa,1
2021,Hepatobiliary Elimination,1
2021,Cerebellar Neoplasms,1
2021,Pierre Robin Syndrome,1
2021,Plasma Volume,1
2021,Spatial Processing,1
2021,Consumer Organizations,1
2021,Klatskin Tumor,1
2021,Zalcitabine,1
2021,Parotitis,1
2021,Diacylglycerol Cholinephosphotransferase,1
2021,Western World,1
2021,Fetal Stem Cells,1
2021,Trigeminal Nuclei,1
2021,Cyclin-Dependent Kinase Inhibitor p27,1
2021,"Head Injuries, Closed",1
2021,Cactaceae,1
2021,Osteitis Deformans,1
2021,Myotonia,1
2021,Leukemic Infiltration,1
2021,Night Vision,1
2021,Taq Polymerase,1
2021,Mosquito Nets,1
2021,"Metabolic Detoxication, Phase II",1
2021,"Fibromatosis, Aggressive",1
2021,Euterpe,1
2021,Informal Sector,1
2021,Myocardial Contusions,1
2021,Rhodium,1
2021,"Microscopy, Phase-Contrast",1
2021,"Social Work Department, Hospital",1
2021,Escherichia,1
2021,Tensins,1
2021,Manifest Anxiety Scale,1
2021,Cystoscopes,1
2021,Necator americanus,1
2021,Heterogeneous-Nuclear Ribonucleoprotein Group A-B,1
2021,"Herpesvirus 1, Meleagrid",1
2021,Bacillus pumilus,1
2021,Endothelin A Receptor Antagonists,1
2021,Lorisidae,1
2021,Adnexal Diseases,1
2021,"Bone Diseases, Developmental",1
2021,Eye Abnormalities,1
2021,Reinforcement Schedule,1
2021,Alprostadil,1
2021,Sebaceous Glands,1
2021,"Receptor, Macrophage Colony-Stimulating Factor",1
2021,Anecdotes as Topic,1
2021,Vestibular Nerve,1
2021,Cell Line Authentication,1
2021,Filoviridae,1
2021,Methylhydrazines,1
2021,SAM Domain and HD Domain-Containing Protein 1,1
2021,Cytoplasmic Ribonucleoprotein Granules,1
2021,Aerophagy,1
2021,Triptorelin Pamoate,1
2021,ADAMTS Proteins,1
2021,Complement C1 Inactivator Proteins,1
2021,Threonine,1
2021,Apolipoprotein E2,1
2021,Bionics,1
2021,4-Hydroxyphenylpyruvate Dioxygenase,1
2021,Euphoria,1
2021,Paraparesis,1
2021,Malacoplakia,1
2021,Ephedra,1
2021,Solifenacin Succinate,1
2021,Cerebral Ventricle Neoplasms,1
2021,"Electrophoresis, Microchip",1
2021,Dehydrocholesterols,1
2021,Cellular Structures,1
2021,"Antibodies, Neoplasm",1
2021,Ligusticum,1
2021,Hair Removal,1
2021,Mytilus edulis,1
2021,Neocallimastix,1
2021,Femoral Nerve,1
2021,Eucalyptus Oil,1
2021,Disenfranchised Grief,1
2021,"Swine, Miniature",1
2021,Duty to Recontact,1
2021,Religious Philosophies,1
2021,Subdural Effusion,1
2021,Multifunctional Nanoparticles,1
2021,Apicomplexa,1
2021,Protein Methyltransferases,1
2021,Exosome Multienzyme Ribonuclease Complex,1
2021,Iris Diseases,1
2021,Eritrea,1
2021,Ciliary Arteries,1
2021,Mucopolysaccharidosis VII,1
2021,"Receptor, EphB2",1
2021,Cordotomy,1
2021,Chemokine CCL11,1
2021,Bilobalides,1
2021,Phospholipid Ethers,1
2021,Hemolymph,1
2021,Sebum,1
2021,Deltaretrovirus Infections,1
2021,Birth Intervals,1
2021,Iguanas,1
2021,"Lymphoma, T-Cell, Peripheral",1
2021,Low Socioeconomic Status,1
2021,Dealkylation,1
2021,Phyllodes Tumor,1
2021,Edible Films,1
2021,Amelogenesis Imperfecta,1
2021,Ephrin-B3,1
2021,Autonomic Dysreflexia,1
2021,Digitoxigenin,1
2021,Consciousness Monitors,1
2021,Glomerular Filtration Barrier,1
2021,Polyporus,1
2021,Background Radiation,1
2021,Tromethamine,1
2021,Agoraphobia,1
2021,Nuphar,1
2021,Heparin-binding EGF-like Growth Factor,1
2021,Agricultural Inoculants,1
2021,Digit Ratios,1
2021,Cefotiam,1
2021,Arrestins,1
2021,Moloney murine leukemia virus,1
2021,Uridine Diphosphate Glucose,1
2021,"Reflex, Vestibulo-Ocular",1
2021,Retinoic Acid Receptor alpha,1
2021,Physician Self-Referral,1
2021,Trisomy,1
2021,Gingival Recession,1
2021,Schisandra,1
2021,Thymidylate Synthase,1
2021,Eosinophil Cationic Protein,1
2021,Hemoglobin M,1
2021,"Mammary Tumor Virus, Mouse",1
2021,Gossypium,1
2021,Capillary Tubing,1
2021,"Genes, erbB-2",1
2021,"Genes, Modifier",1
2021,Chronic Inducible Urticaria,1
2021,Solute Carrier Organic Anion Transporter Family Member 1B3,1
2021,Hyperlipoproteinemias,1
2021,Hexachlorocyclohexane,1
2021,Echinodermata,1
2021,Criminology,1
2021,Acacia,1
2021,Magnesium Oxide,1
2021,Endodontists,1
2021,Polyribonucleotide Nucleotidyltransferase,1
2021,SOX Transcription Factors,1
2021,"Hierarchy, Social",1
2021,Tribolium,1
2021,Atrial Pressure,1
2021,Chrysanthemum,1
2021,Cell Encapsulation,1
2021,Connective Tissue Cells,1
2021,Institutional Practice,1
2021,Apolipoproteins M,1
2021,Liechtenstein,1
2021,Quinolinic Acid,1
2021,"Bulbar Palsy, Progressive",1
2021,CD24 Antigen,1
2021,"Receptors, Neuropeptide Y",1
2021,"Rats, Transgenic",1
2021,Lenses,1
2021,"Paget Disease, Extramammary",1
2021,"Reflex, Abnormal",1
2021,Verrucomicrobia,1
2021,Varicellovirus,1
2021,Turpentine,1
2021,Fibrocystic Breast Disease,1
2021,Nabumetone,1
2021,Lateral Ventricles,1
2021,Turner Syndrome,1
2021,Lac Operon,1
2021,Lycoris,1
2021,Rickettsiales,1
2021,Atrial Remodeling,1
2021,"Tumor Necrosis Factor Receptor Superfamily, Member 9",1
2021,Sodium-Hydrogen Exchanger 1,1
2021,Acedapsone,1
2021,Hydrothermal Vents,1
